customer_id;full_name;registration_date;city;first_touch_channel
200397;Шевченко Александр Юрьевич;2023-07-22;Челябинск;Direct
200398;Сафин Динара Иванович;2023-05-21;Магнитогорск;VK Ads
200399;Голубев Станислав Викторовна;2023-09-13;Челябинск;Organic
200400;Пономарёв Илья Антонович;2023-04-05;Курган;Organic
200401;Нуржанов Валерия Николаевна;2023-07-23;Челябинск;Organic
200402;Ахметжанов Ксения Иванович;2024-05-12;Челябинск;Organic
200403;Юсупов Александр Александрович;2023-04-12;Пермь;Yandex Ads
200404;Виноградов Татьяна Михайловна;2023-07-26;Челябинск;Yandex Ads
200405;Козлов Надежда Сергеевич;2023-05-01;Москва;Organic
200406;Саркисян Никита Дмитриевич;2024-07-04;Копейск;Referral
200407;Хабибуллин Юрий Андреевич;2024-06-06;Челябинск;VK Ads
200408;Михайлов Ярослав Антонович;2024-06-03;Челябинск;VK Ads
200409;Виноградов Валерий Викторович;2024-07-07;Курган;Organic
200410;Мельник Динара Романовна;2023-01-21;Челябинск;Direct
200411;Абдуллаев Кирилл Юрьевич;2023-10-22;Екатеринбург;Organic
200412;Комаров Наталья Сергеевич;2023-06-10;Копейск;Direct
200413;Пономарёв Фёдор Николаевна;2023-09-05;Курган;Direct
200414;Назаров Диана Ивановна;2023-05-21;Миасс;Direct
200415;Омаров Антон Николаевич;2023-05-17;Уфа;Direct
200416;Сергеев Юрий Николаевна;2024-01-04;Копейск;VK Ads
200417;Сорокин Фёдор Дмитриевич;2024-04-28;Челябинск;Organic
200418;Бондаренко Вера Андреевна;2023-12-12;Копейск;Direct
200419;Жуков Вера Сергеевна;2023-10-06;Тюмень;Telegram
200420;Садыков Фёдор Юрьевна;2023-01-25;Челябинск;Organic
200421;Шин Валерий Михайловна;2024-03-15;Магнитогорск;Direct
200422;Титов Артур Иванович;2023-11-04;Оренбург;Organic
200423;Акопян Денис Андреевна;2023-06-23;Ижевск;Organic
200424;Фомин Ярослав Сергеевна;2023-05-12;Казань;Telegram
200425;Богданов Гузель Алексеевна;2024-07-13;Екатеринбург;VK Ads
200426;Андреев Айгуль Алексеевич;2023-11-04;Уфа;Yandex Ads
200427;Новиков Ксения Павлович;2023-11-13;Челябинск;Organic
200428;Голубев Амина Игоревна;2023-01-31;Челябинск;VK Ads
200429;Садыков Кирилл Андреевна;2024-06-09;Сургут;Telegram
200430;Комаров Айгуль Михайлович;2023-07-14;Курган;Organic
200431;Тарасенко Екатерина Евгеньевна;2024-02-15;Пермь;Organic
200432;Абрамян Айгуль Викторовна;2024-05-20;Курган;Referral
200433;Оганесян Станислав Николаевна;2023-05-02;Магнитогорск;VK Ads
200434;Аветисян Кристина Юрьевна;2024-02-11;Нижневартовск;Direct
200435;Ахметов Тимур Иванович;2024-01-20;Москва;Direct
200436;Фёдоров Эдуард Владимировна;2024-05-02;Челябинск;Organic
200437;Щербаков Игорь Андреевич;2023-03-11;Самара;Yandex Ads
200438;Цветков Екатерина Михайловна;2023-04-30;Екатеринбург;Yandex Ads
200439;Касымов Борис Михайловна;2023-07-09;Челябинск;Organic
200440;Киселёв Ксения Викторовна;2023-12-12;Москва;Direct
200441;Беляев Владимир Павлович;2023-12-28;Москва;Direct
200442;Афанасьев Евгения Андреевич;2024-05-02;Магнитогорск;Yandex Ads
200443;Макаров Егор Дмитриевна;2024-01-20;Тюмень;Referral
200444;Фёдоров Роман Алексеевич;2024-06-13;Златоуст;Email
200445;Титов Аделина Викторовна;2024-05-27;Самара;Referral
200446;Ильин Алексей Николаевич;2024-05-23;Ижевск;Yandex Ads
200447;Валеев Сергей Александрович;2023-06-12;Златоуст;VK Ads
200448;Ахметжанов Анна Павловна;2024-08-25;Курган;Organic
200449;Королёв Елена Олеговна;2023-05-02;Челябинск;VK Ads
200450;Цой Самвел Николаевна;2023-09-25;Уфа;Direct
200451;Шарипов Надежда Андреевич;2024-05-30;Челябинск;Yandex Ads
200452;Омаров Светлана Владимирович;2023-01-16;Магнитогорск;VK Ads
200453;Логинов Эмиль Олегович;2023-02-28;Екатеринбург;Yandex Ads
200454;Козлов Дарья Алексеевич;2023-10-30;Копейск;Organic
200455;Медведев Денис Евгеньевич;2024-04-24;Копейск;Yandex Ads
200456;Власов Ксения Андреевна;2023-01-02;Златоуст;Direct
200457;Савченко Сергей Антонович;2023-01-03;Челябинск;Organic
200458;Мкртчян Зарина Александровна;2023-07-28;Челябинск;Organic
200459;Власов Роман Михайлович;2023-07-08;Сургут;Yandex Ads
200460;Котов Тигран Викторовна;2023-01-01;Челябинск;Yandex Ads
200461;Ковалёв Егор Владимировна;2023-10-02;Челябинск;Organic
200462;Мкртчян Софья Дмитриевич;2024-07-20;Челябинск;Organic
200463;Афанасьев Маргарита Викторович;2024-01-16;Уфа;VK Ads
200464;Чернов Эдуард Андреевна;2024-08-19;Челябинск;Email
200465;Сулейманов Гузель Викторович;2023-09-08;Тюмень;Yandex Ads
200466;Морозов Марина Юрьевна;2024-08-03;Челябинск;Telegram
200467;Ахметжанов Самвел Евгеньевна;2023-09-19;Челябинск;Yandex Ads
200468;Абдуллаев Светлана Олегович;2023-08-02;Челябинск;VK Ads
200469;Комаров Аделина Михайловна;2023-12-03;Челябинск;Direct
200470;Григорьев Руслан Дмитриевич;2024-03-20;Челябинск;VK Ads
200471;Кондратьев Артур Иванович;2024-03-23;Златоуст;Yandex Ads
200472;Лебедев Максим Юрьевна;2024-07-19;Магнитогорск;Yandex Ads
200473;Тарасенко Иван Евгеньевна;2024-01-05;Челябинск;Referral
200474;Абрамян Иван Андреевич;2024-03-12;Тюмень;Yandex Ads
200475;Миронов Константин Ивановна;2023-05-24;Пермь;Organic
200476;Тарасенко Аделина Николаевна;2023-12-28;Санкт-Петербург;Telegram
200477;Гусев Дмитрий Сергеевна;2023-06-29;Сургут;Yandex Ads
200478;Котов Оксана Викторовна;2023-08-19;Челябинск;Organic
200479;Рябов Александр Андреевна;2024-06-14;Оренбург;Yandex Ads
200480;Каримов Айгуль Андреевич;2023-09-08;Нижневартовск;Direct
200481;Сулейманов Марина Александровна;2023-02-19;Копейск;Organic
200482;Котов Самвел Викторовна;2024-05-25;Златоуст;Yandex Ads
200483;Хасанов Роман Ивановна;2024-01-26;Челябинск;Yandex Ads
200484;Чернов Аделина Олегович;2024-03-13;Златоуст;Email
200485;Алексеев Константин Михайлович;2024-06-30;Курган;Telegram
200486;Ахметов Антон Романовна;2023-09-07;Челябинск;Organic
200487;Каримов Гузель Алексеевна;2024-07-12;Новосибирск;Yandex Ads
200488;Шевченко Валерия Сергеевич;2023-04-07;Челябинск;Direct
